DESPACHO CENTRALIZADO,DIRECCION,FechaF,Asignaciones_totales,Asignaciones_automaticas,Asignaciones_manuales,PorcAA
SI,NORESTE-FRONTERA,2024-02-08,3651,3569,82,0.97754
SI,NORESTE-FRONTERA,2024-02-09,3796,3704,92,0.97576
SI,NORESTE-FRONTERA,2024-02-10,3400,3313,87,0.97441
SI,NORESTE-FRONTERA,2024-02-11,2853,2797,56,0.98037
SI,NORESTE-FRONTERA,2024-02-12,3258,3182,76,0.97667
SI,NORESTE-FRONTERA,2024-02-13,3826,3751,75,0.9804
SI,NORESTE-FRONTERA,2024-02-14,3874,3784,90,0.97677
SI,NORESTE-FRONTERA,2024-02-15,3586,3500,86,0.97602
SI,NORESTE-FRONTERA,2024-02-16,3650,3589,61,0.98329
SI,NORESTE-FRONTERA,2024-02-17,3302,3251,51,0.98455
SI,NORESTE-FRONTERA,2024-02-18,2915,2871,44,0.98491
SI,NORESTE-FRONTERA,2024-02-19,3760,3691,69,0.98165
SI,NORESTE-FRONTERA,2024-02-20,3834,3738,96,0.97496
SI,NORESTE-FRONTERA,2024-02-21,4085,3983,102,0.97503
SI,NORESTE-FRONTERA,2024-02-22,4072,3942,130,0.96807
SI,NORESTE-FRONTERA,2024-02-23,3639,3561,78,0.97857
SI,NORESTE-FRONTERA,2024-02-24,4205,4119,86,0.97955
SI,NORESTE-FRONTERA,2024-02-25,3161,3119,42,0.98671
SI,NORESTE-FRONTERA,2024-02-26,4100,4011,89,0.97829
SI,NORESTE-FRONTERA,2024-02-27,4034,3914,120,0.97025
SI,NORESTE-FRONTERA,2024-02-28,4098,4016,82,0.97999
SI,NORESTE-FRONTERA,2024-02-29,4100,3982,118,0.97122
SI,NORESTE-FRONTERA,2024-03-01,3839,3760,79,0.97942
SI,NORESTE-FRONTERA,2024-03-02,3685,3606,79,0.97856
SI,NORESTE-FRONTERA,2024-03-03,2951,2862,89,0.96984
SI,NORESTE-FRONTERA,2024-03-04,3752,3654,98,0.97388
SI,NORESTE-FRONTERA,2024-03-05,4018,3924,94,0.97661
SI,NORESTE-FRONTERA,2024-03-06,4250,4176,74,0.98259
SI,NORESTE-FRONTERA,2024-03-07,4242,4178,64,0.98491
SI,NORESTE-FRONTERA,2024-03-08,4373,4280,93,0.97873
SI,NORESTE-FRONTERA,2024-03-09,4147,4090,57,0.98626
SI,NORESTE-FRONTERA,2024-03-10,3420,3397,23,0.99327
SI,NORESTE-FRONTERA,2024-03-11,4206,4139,67,0.98407
SI,NORESTE-FRONTERA,2024-03-12,4223,4165,58,0.98627
SI,NORESTE-FRONTERA,2024-03-13,4333,4282,51,0.98823
SI,NORESTE-FRONTERA,2024-03-14,4409,4346,63,0.98571
SI,NORESTE-FRONTERA,2024-03-15,4267,4217,50,0.98828
SI,NORESTE-FRONTERA,2024-03-16,3907,3870,37,0.99053
SI,NORESTE-FRONTERA,2024-03-17,3130,3106,24,0.99233
SI,NORESTE-FRONTERA,2024-03-18,2996,2968,28,0.99065
SI,NORESTE-FRONTERA,2024-03-19,4199,4140,59,0.98595
SI,NORESTE-FRONTERA,2024-03-20,3929,3867,62,0.98422
SI,NORESTE-FRONTERA,2024-03-21,3925,3866,59,0.98497
SI,NORESTE-FRONTERA,2024-03-22,3858,3776,82,0.97875
SI,NORESTE-FRONTERA,2024-03-23,3979,3915,64,0.98392
SI,NORESTE-FRONTERA,2024-03-24,3115,3069,46,0.98523
SI,NORESTE-FRONTERA,2024-03-25,3832,3763,69,0.98199
SI,NORESTE-FRONTERA,2024-03-26,3753,3685,68,0.98188
SI,NORESTE-FRONTERA,2024-03-27,3777,3701,76,0.97988
SI,NORESTE-FRONTERA,2024-03-28,3759,3699,60,0.98404
SI,NORESTE-FRONTERA,2024-03-29,3645,3604,41,0.98875
SI,NORESTE-FRONTERA,2024-03-30,3330,3292,38,0.98859
SI,NORESTE-FRONTERA,2024-03-31,2623,2592,31,0.98818
SI,NORESTE-FRONTERA,2024-04-01,3377,3309,68,0.97986
SI,NORESTE-FRONTERA,2024-04-02,3715,3648,67,0.98197
SI,NORESTE-FRONTERA,2024-04-03,3873,3774,99,0.97444
SI,NORESTE-FRONTERA,2024-04-04,3690,3586,104,0.97182
SI,NORESTE-FRONTERA,2024-04-05,3776,3692,84,0.97775
SI,NORESTE-FRONTERA,2024-04-06,3847,3766,81,0.97894
SI,NORESTE-FRONTERA,2024-04-07,3183,3151,32,0.98995
SI,NORESTE-FRONTERA,2024-04-08,3903,3820,83,0.97873
SI,NORESTE-FRONTERA,2024-04-09,3949,3845,104,0.97366
SI,NORESTE-FRONTERA,2024-04-10,3771,3676,95,0.97481
SI,NORESTE-FRONTERA,2024-04-11,3792,3706,86,0.97732
SI,NORESTE-FRONTERA,2024-04-12,3781,3724,57,0.98492
SI,NORESTE-FRONTERA,2024-04-13,3613,3571,42,0.98838
SI,NORESTE-FRONTERA,2024-04-14,2945,2920,25,0.99151
SI,NORESTE-FRONTERA,2024-04-15,3543,3468,75,0.97883
SI,NORESTE-FRONTERA,2024-04-16,3434,3373,61,0.98224
SI,NORESTE-FRONTERA,2024-04-17,3826,3765,61,0.98406
SI,NORESTE-FRONTERA,2024-04-18,3695,3608,87,0.97645
SI,NORESTE-FRONTERA,2024-04-19,3556,3489,67,0.98116
SI,NORESTE-FRONTERA,2024-04-20,3631,3572,59,0.98375
SI,NORESTE-FRONTERA,2024-04-21,2952,2913,39,0.98679
SI,NORESTE-FRONTERA,2024-04-22,2930,2885,45,0.98464
SI,NORESTE-FRONTERA,2024-04-23,4267,4120,147,0.96555
SI,NORESTE-FRONTERA,2024-04-24,4078,3994,84,0.9794
SI,NORESTE-FRONTERA,2024-04-25,3771,3689,82,0.97826
SI,NORESTE-FRONTERA,2024-04-26,3599,3508,91,0.97472
SI,NORESTE-FRONTERA,2024-04-27,3410,3332,78,0.97713
SI,NORESTE-FRONTERA,2024-04-28,2918,2860,58,0.98012
SI,NORESTE-FRONTERA,2024-04-29,3814,3722,92,0.97588
SI,NORESTE-FRONTERA,2024-04-30,3659,3586,73,0.98005
SI,NORESTE-FRONTERA,2024-05-01,2640,2589,51,0.98068
SI,NORESTE-FRONTERA,2024-05-02,3657,3573,84,0.97703
SI,NORESTE-FRONTERA,2024-05-03,3617,3508,109,0.96986
SI,NORESTE-FRONTERA,2024-05-04,3504,3416,88,0.97489
SI,NORESTE-FRONTERA,2024-05-05,2915,2877,38,0.98696
SI,NORESTE-FRONTERA,2024-05-06,3769,3683,86,0.97718
SI,NORESTE-FRONTERA,2024-05-07,3626,3535,91,0.9749
SI,NORESTE-FRONTERA,2024-05-08,3528,3393,135,0.96173
SI,NORESTE-FRONTERA,2024-05-09,3542,3437,105,0.97036
SI,NORESTE-FRONTERA,2024-05-10,3595,3491,104,0.97107
SI,NORESTE-FRONTERA,2024-05-11,3466,3380,86,0.97519
SI,NORESTE-FRONTERA,2024-05-12,2710,2678,32,0.98819
SI,NORESTE-FRONTERA,2024-05-13,3911,3782,129,0.96702
SI,NORESTE-FRONTERA,2024-05-14,3447,3326,121,0.9649
SI,NORESTE-FRONTERA,2024-05-15,3316,3218,98,0.97045
SI,NORESTE-FRONTERA,2024-05-16,3564,3466,98,0.9725
SI,NORESTE-FRONTERA,2024-05-17,3601,3502,99,0.97251
SI,NORESTE-FRONTERA,2024-05-18,3537,3473,64,0.98191
SI,NORESTE-FRONTERA,2024-05-19,3010,2952,58,0.98073
SI,NORESTE-FRONTERA,2024-05-20,3737,3650,87,0.97672
SI,NORESTE-FRONTERA,2024-05-21,3592,3500,92,0.97439
SI,NORESTE-FRONTERA,2024-05-22,3765,3665,100,0.97344
SI,NORESTE-FRONTERA,2024-05-23,3653,3511,142,0.96113
SI,NORESTE-FRONTERA,2024-05-24,3428,3295,133,0.9612
SI,NORESTE-FRONTERA,2024-05-25,3375,3285,90,0.97333
SI,NORESTE-FRONTERA,2024-05-26,2868,2822,46,0.98396
SI,NORESTE-FRONTERA,2024-05-27,3457,3352,105,0.96963
SI,NORESTE-FRONTERA,2024-05-28,3606,3494,112,0.96894
SI,NORESTE-FRONTERA,2024-05-29,3679,3558,121,0.96711
SI,NORESTE-FRONTERA,2024-05-30,3479,3369,110,0.96838
SI,NORESTE-FRONTERA,2024-05-31,3679,3481,198,0.94618
SI,NORESTE-FRONTERA,2024-06-01,3180,3088,92,0.97107
SI,NORESTE-FRONTERA,2024-06-02,2226,2193,33,0.98518
SI,NORESTE-FRONTERA,2024-06-03,3561,3467,94,0.9736
SI,NORESTE-FRONTERA,2024-06-05,3664,3546,118,0.96779
SI,NORESTE-FRONTERA,2024-06-06,3508,3379,129,0.96323
SI,NORESTE-FRONTERA,2024-06-07,3883,3757,126,0.96755
SI,NORESTE-FRONTERA,2024-06-08,3584,3500,84,0.97656
SI,NORESTE-FRONTERA,2024-06-09,2993,2928,65,0.97828
SI,NORESTE-FRONTERA,2024-06-10,3437,3304,133,0.9613
SI,NORESTE-FRONTERA,2024-06-11,3915,3778,137,0.96501
SI,NORESTE-FRONTERA,2024-06-12,3804,3658,146,0.96162
SI,NORESTE-FRONTERA,2024-06-13,3869,3710,159,0.9589
SI,NORESTE-FRONTERA,2024-06-14,4017,3895,122,0.96963
SI,NORESTE-FRONTERA,2024-06-15,3571,3483,88,0.97536
SI,NORESTE-FRONTERA,2024-06-16,2689,2635,54,0.97992
SI,NORESTE-FRONTERA,2024-06-17,3671,3546,125,0.96595
SI,NORESTE-FRONTERA,2024-06-18,3917,3797,120,0.96936
SI,NORESTE-FRONTERA,2024-06-19,3397,3283,114,0.96644
SI,NORESTE-FRONTERA,2024-06-20,2869,2808,61,0.97874
SI,NORESTE-FRONTERA,2024-06-21,3625,3487,138,0.96193
SI,NORESTE-FRONTERA,2024-06-22,3660,3577,83,0.97732
SI,NORESTE-FRONTERA,2024-06-23,3734,3669,65,0.98259
SI,NORESTE-FRONTERA,2024-06-24,4500,4378,122,0.97289
SI,NORESTE-FRONTERA,2024-06-25,4147,4042,105,0.97468
SI,NORESTE-FRONTERA,2024-06-26,3874,3743,131,0.96618
SI,NORESTE-FRONTERA,2024-06-27,3890,3748,142,0.9635
SI,NORESTE-FRONTERA,2024-06-28,3939,3792,147,0.96268
SI,NORESTE-FRONTERA,2024-06-29,3571,3485,86,0.97592
SI,NORESTE-FRONTERA,2024-06-30,2922,2865,57,0.98049
SI,NORESTE-FRONTERA,2024-07-01,3641,3512,129,0.96457
SI,NORESTE-FRONTERA,2024-07-02,3768,3631,137,0.96364
SI,NORESTE-FRONTERA,2024-07-03,3777,3618,159,0.9579
SI,NORESTE-FRONTERA,2024-07-04,3640,3496,144,0.96044
SI,NORESTE-FRONTERA,2024-07-05,3810,3661,149,0.96089
SI,NORESTE-FRONTERA,2024-07-06,3624,3516,108,0.9702
SI,NORESTE-FRONTERA,2024-07-07,3318,3236,82,0.97529
SI,NORESTE-FRONTERA,2024-07-08,3797,3668,129,0.96603
SI,NORESTE-FRONTERA,2024-07-09,3672,3529,143,0.96106
SI,NORESTE-FRONTERA,2024-07-10,3691,3568,123,0.96668
SI,NORESTE-FRONTERA,2024-07-11,3812,3689,123,0.96773
SI,NORESTE-FRONTERA,2024-07-12,3784,3657,127,0.96644
SI,NORESTE-FRONTERA,2024-07-13,3616,3522,94,0.974
SI,NORESTE-FRONTERA,2024-07-14,2955,2884,71,0.97597
SI,NORESTE-FRONTERA,2024-07-15,3529,3394,135,0.96175
SI,NORESTE-FRONTERA,2024-07-16,3326,3216,110,0.96693
SI,NORESTE-FRONTERA,2024-07-17,3719,3572,147,0.96047
SI,NORESTE-FRONTERA,2024-07-18,3760,3596,164,0.95638
SI,NORESTE-FRONTERA,2024-07-19,3776,3625,151,0.96001
SI,NORESTE-FRONTERA,2024-07-20,3462,3372,90,0.974
SI,NORESTE-FRONTERA,2024-07-21,2932,2873,59,0.97988
SI,NORESTE-FRONTERA,2024-07-22,3688,3558,130,0.96475
SI,NORESTE-FRONTERA,2024-07-23,3666,3532,134,0.96345
SI,NORESTE-FRONTERA,2024-07-24,3608,3462,146,0.95953
SI,NORESTE-FRONTERA,2024-07-25,3924,3785,139,0.96458
SI,NORESTE-FRONTERA,2024-07-26,3736,3608,128,0.96574
SI,NORESTE-FRONTERA,2024-07-27,3659,3542,117,0.96802
SI,NORESTE-FRONTERA,2024-07-28,3155,3106,49,0.98447
SI,NORESTE-FRONTERA,2024-07-29,3758,3620,138,0.96328
SI,NORESTE-FRONTERA,2024-07-30,3708,3568,140,0.96224
SI,NORESTE-FRONTERA,2024-07-31,3518,3385,133,0.96219
SI,NORESTE-FRONTERA,2024-08-01,3260,3120,140,0.95706
SI,NORESTE-FRONTERA,2024-08-02,3364,3221,143,0.95749
SI,NORESTE-FRONTERA,2024-08-03,3427,3305,122,0.9644
SI,NORESTE-FRONTERA,2024-08-04,3025,2943,82,0.97289
SI,NORESTE-FRONTERA,2024-08-05,3586,3426,160,0.95538
SI,NORESTE-FRONTERA,2024-08-06,3088,2962,126,0.9592
SI,NORESTE-FRONTERA,2024-08-07,3668,3487,181,0.95065
SI,NORESTE-FRONTERA,2024-08-08,3648,3478,170,0.9534
SI,NORESTE-FRONTERA,2024-08-09,3592,3385,207,0.94237
SI,NORESTE-FRONTERA,2024-08-10,3342,3201,141,0.95781
SI,NORESTE-FRONTERA,2024-08-11,3028,2941,87,0.97127
SI,NORESTE-FRONTERA,2024-08-12,3474,3299,175,0.94963
SI,NORESTE-FRONTERA,2024-08-13,3587,3396,191,0.94675
SI,NORESTE-FRONTERA,2024-08-14,3643,3466,177,0.95141
SI,NORESTE-FRONTERA,2024-08-15,3152,3001,151,0.95209
SI,NORESTE-FRONTERA,2024-08-16,3405,3258,147,0.95683
SI,NORESTE-FRONTERA,2024-08-17,3183,3087,96,0.96984
SI,NORESTE-FRONTERA,2024-08-18,2817,2749,68,0.97586
SI,NORESTE-FRONTERA,2024-08-19,3465,3302,163,0.95296
SI,NORESTE-FRONTERA,2024-08-20,3450,3269,181,0.94754
SI,NORESTE-FRONTERA,2024-08-21,3669,3472,197,0.94631
SI,NORESTE-FRONTERA,2024-08-22,3611,3428,183,0.94932
SI,NORESTE-FRONTERA,2024-08-23,3734,3572,162,0.95661
SI,NORESTE-FRONTERA,2024-08-24,3567,3444,123,0.96552
SI,NORESTE-FRONTERA,2024-08-25,2911,2842,69,0.9763
SI,NORESTE-FRONTERA,2024-08-26,3659,3507,152,0.95846
SI,NORESTE-FRONTERA,2024-08-27,3726,3552,174,0.9533
SI,NORESTE-FRONTERA,2024-08-28,3852,3697,155,0.95976
SI,NORESTE-FRONTERA,2024-08-29,3823,3634,189,0.95056
SI,NORESTE-FRONTERA,2024-08-30,3771,3576,195,0.94829
SI,NORESTE-FRONTERA,2024-08-31,3487,3358,129,0.96301
SI,NORESTE-FRONTERA,2024-09-01,2665,2590,75,0.97186
SI,NORESTE-FRONTERA,2024-09-02,3649,3452,197,0.94601
SI,NORESTE-FRONTERA,2024-09-03,3625,3441,184,0.94924
SI,NORESTE-FRONTERA,2024-09-04,3737,3565,172,0.95397
SI,NORESTE-FRONTERA,2024-09-05,3902,3721,181,0.95361
SI,NORESTE-FRONTERA,2024-09-06,7552,7140,412,0.94544
SI,NORESTE-FRONTERA,2024-09-07,3761,3622,139,0.96304
SI,NORESTE-FRONTERA,2024-09-09,3716,3540,176,0.95264
SI,NORESTE-FRONTERA,2024-09-10,3739,3562,177,0.95266
SI,NORESTE-FRONTERA,2024-09-11,3945,3749,196,0.95032
SI,NORESTE-FRONTERA,2024-09-12,3833,3698,135,0.96478
SI,NORESTE-FRONTERA,2024-09-13,4078,3930,148,0.96371
SI,NORESTE-FRONTERA,2024-09-14,3861,3732,129,0.96659
SI,NORESTE-FRONTERA,2024-09-15,3282,3193,89,0.97288
SI,NORESTE-FRONTERA,2024-09-16,2981,2877,104,0.96511
SI,NORTE,2023-09-17,2376,1976,400,0.83165
SI,NORTE,2023-09-18,3069,2594,475,0.84523
SI,NORTE,2023-09-19,3244,2749,495,0.84741
SI,NORTE,2023-09-20,3329,2811,518,0.8444
SI,NORTE,2023-09-21,3323,2779,544,0.83629
SI,NORTE,2023-09-22,3307,2821,486,0.85304
SI,NORTE,2023-09-23,2963,2507,456,0.8461
SI,NORTE,2023-09-24,2435,2075,360,0.85216
SI,NORTE,2023-09-25,3207,2552,655,0.79576
SI,NORTE,2023-09-26,3560,2958,602,0.8309
SI,NORTE,2023-09-27,3393,2852,541,0.84055
SI,NORTE,2023-09-28,3083,2534,549,0.82193
SI,NORTE,2023-09-29,2856,2427,429,0.84979
SI,NORTE,2023-09-30,2751,2216,535,0.80553
SI,NORTE,2023-10-01,2124,1853,271,0.87241
SI,NORTE,2023-10-02,2984,2550,434,0.85456
SI,NORTE,2023-10-03,3029,2456,573,0.81083
SI,NORTE,2023-10-04,3282,2803,479,0.85405
SI,NORTE,2023-10-05,3158,2805,353,0.88822
SI,NORTE,2023-10-06,2908,2632,276,0.90509
SI,NORTE,2023-10-07,2790,2633,157,0.94373
SI,NORTE,2023-10-08,2298,2161,137,0.94038
SI,NORTE,2023-10-09,3128,2897,231,0.92615
SI,NORTE,2023-10-10,2851,2812,39,0.98632
SI,NORTE,2023-10-11,3115,3084,31,0.99005
SI,NORTE,2023-10-12,3034,2997,37,0.9878
SI,NORTE,2023-10-13,2908,2845,63,0.97834
SI,NORTE,2023-10-14,2538,2516,22,0.99133
SI,NORTE,2023-10-15,2049,2016,33,0.98389
SI,NORTE,2023-10-16,2511,2458,53,0.97889
SI,NORTE,2023-10-17,2820,2780,40,0.98582
SI,NORTE,2023-10-18,2829,2792,37,0.98692
SI,NORTE,2023-10-19,2932,2889,43,0.98533
SI,NORTE,2023-10-20,2761,2738,23,0.99167
SI,NORTE,2023-10-21,2678,2665,13,0.99515
SI,NORTE,2023-10-22,2195,2182,13,0.99408
SI,NORTE,2023-10-23,2769,2740,29,0.98953
SI,NORTE,2023-10-24,2920,2890,30,0.98973
SI,NORTE,2023-10-25,3014,2985,29,0.99038
SI,NORTE,2023-10-26,2838,2813,25,0.99119
SI,NORTE,2023-10-27,3010,2985,25,0.99169
SI,NORTE,2023-10-28,2614,2596,18,0.99311
SI,NORTE,2023-10-29,2168,2160,8,0.99631
SI,NORTE,2023-10-30,2762,2748,14,0.99493
SI,NORTE,2023-10-31,2727,2709,18,0.9934
SI,NORTE,2023-11-01,2707,2675,32,0.98818
SI,NORTE,2023-11-02,2813,2795,18,0.9936
SI,NORTE,2023-11-03,2798,2774,24,0.99142
SI,NORTE,2023-11-04,2741,2716,25,0.99088
SI,NORTE,2023-11-05,2244,2217,27,0.98797
SI,NORTE,2023-11-06,2813,2740,73,0.97405
SI,NORTE,2023-11-07,2958,2934,24,0.99189
SI,NORTE,2023-11-08,3046,3011,35,0.98851
SI,NORTE,2023-11-09,2828,2796,32,0.98868
SI,NORTE,2023-11-10,2960,2933,27,0.99088
SI,NORTE,2023-11-11,2667,2638,29,0.98913
SI,NORTE,2023-11-12,2172,2157,15,0.99309
SI,NORTE,2023-11-13,2821,2777,44,0.9844
SI,NORTE,2023-11-14,2807,2764,43,0.98468
SI,NORTE,2023-11-15,2863,2826,37,0.98708
SI,NORTE,2023-11-16,2659,2617,42,0.9842
SI,NORTE,2023-11-17,2806,2766,40,0.98574
SI,NORTE,2023-11-18,2621,2585,36,0.98626
SI,NORTE,2023-11-19,2092,2059,33,0.98423
SI,NORTE,2023-11-20,1821,1790,31,0.98298
SI,NORTE,2023-11-21,2788,2731,57,0.97956
SI,NORTE,2023-11-22,2849,2792,57,0.97999
SI,NORTE,2023-11-23,2879,2814,65,0.97742
SI,NORTE,2023-11-24,2912,2830,82,0.97184
SI,NORTE,2023-11-25,2845,2814,31,0.9891
SI,NORTE,2023-11-26,2251,2167,84,0.96268
SI,NORTE,2023-11-27,2630,2518,112,0.95741
SI,NORTE,2023-11-28,2865,2725,140,0.95113
SI,NORTE,2023-11-29,2889,2745,144,0.95016
SI,NORTE,2023-11-30,2873,2772,101,0.96485
SI,NORTE,2023-12-01,2692,2647,45,0.98328
SI,NORTE,2023-12-02,2644,2609,35,0.98676
SI,NORTE,2023-12-03,2142,2082,60,0.97199
SI,NORTE,2023-12-04,2666,2611,55,0.97937
SI,NORTE,2023-12-05,2970,2909,61,0.97946
SI,NORTE,2023-12-06,2892,2810,82,0.97165
SI,NORTE,2023-12-07,3016,2960,56,0.98143
SI,NORTE,2023-12-08,2905,2849,56,0.98072
SI,NORTE,2023-12-09,2643,2575,68,0.97427
SI,NORTE,2023-12-10,2156,2086,70,0.96753
SI,NORTE,2023-12-11,2857,2801,56,0.9804
SI,NORTE,2023-12-12,2956,2893,63,0.97869
SI,NORTE,2023-12-13,2878,2789,89,0.96908
SI,NORTE,2023-12-14,2854,2793,61,0.97863
SI,NORTE,2023-12-15,2823,2727,96,0.96599
SI,NORTE,2023-12-16,2685,2631,54,0.97989
SI,NORTE,2023-12-17,2320,2281,39,0.98319
SI,NORTE,2023-12-18,2603,2536,67,0.97426
SI,NORTE,2023-12-19,2847,2785,62,0.97822
SI,NORTE,2023-12-20,2578,2480,98,0.96199
SI,NORTE,2023-12-21,2712,2652,60,0.97788
SI,NORTE,2023-12-22,2631,2569,62,0.97643
SI,NORTE,2023-12-23,2360,2272,88,0.96271
SI,NORTE,2023-12-24,1834,1705,129,0.92966
SI,NORTE,2023-12-25,727,676,51,0.92985
SI,NORTE,2023-12-26,2646,2558,88,0.96674
SI,NORTE,2023-12-27,2711,2588,123,0.95463
SI,NORTE,2023-12-28,2802,2640,162,0.94218
SI,NORTE,2023-12-29,2694,2509,185,0.93133
SI,NORTE,2023-12-30,2406,2224,182,0.92436
SI,NORTE,2023-12-31,1687,1421,266,0.84232
SI,NORTE,2024-01-01,599,532,67,0.88815
SI,NORTE,2024-01-02,2384,2213,171,0.92827
SI,NORTE,2024-01-03,2803,2643,160,0.94292
SI,NORTE,2024-01-04,2788,2656,132,0.95265
SI,NORTE,2024-01-05,2702,2575,127,0.953
SI,NORTE,2024-01-06,2453,2362,91,0.9629
SI,NORTE,2024-01-07,2141,1942,199,0.90705
SI,NORTE,2024-01-08,2563,2459,104,0.95942
SI,NORTE,2024-01-09,2851,2769,82,0.97124
SI,NORTE,2024-01-10,2835,2677,158,0.94427
SI,NORTE,2024-01-11,2588,2445,143,0.94474
SI,NORTE,2024-01-12,2733,2629,104,0.96195
SI,NORTE,2024-01-13,2385,2286,99,0.95849
SI,NORTE,2024-01-14,2142,2057,85,0.96032
SI,NORTE,2024-01-15,2461,2344,117,0.95246
SI,NORTE,2024-01-16,2644,2521,123,0.95348
SI,NORTE,2024-01-17,2921,2774,147,0.94967
SI,NORTE,2024-01-18,2738,2630,108,0.96056
SI,NORTE,2024-01-19,2940,2701,239,0.91871
SI,NORTE,2024-01-20,2667,2545,122,0.95426
SI,NORTE,2024-01-21,2421,2215,206,0.91491
SI,NORTE,2024-01-22,3488,3324,164,0.95298
SI,NORTE,2024-01-23,3625,3389,236,0.9349
SI,NORTE,2024-01-24,2535,2136,399,0.8426
SI,NORTE,2024-01-25,2619,2306,313,0.88049
SI,NORTE,2024-01-26,2783,2536,247,0.91125
SI,NORTE,2024-01-27,2546,2340,206,0.91909
SI,NORTE,2024-01-28,2334,2216,118,0.94944
SI,NORTE,2024-01-29,2771,2592,179,0.9354
SI,NORTE,2024-01-30,2362,2193,169,0.92845
SI,NORTE,2024-01-31,2505,2328,177,0.92934
SI,NORTE,2024-02-01,2721,2515,206,0.92429
SI,NORTE,2024-02-02,2636,2415,221,0.91616
SI,NORTE,2024-02-03,2324,2158,166,0.92857
SI,NORTE,2024-02-04,2142,1995,147,0.93137
SI,NORTE,2024-02-05,2143,1973,170,0.92067
SI,NORTE,2024-02-06,2803,2632,171,0.93899
SI,NORTE,2024-02-07,2811,2444,367,0.86944
SI,NORTE,2024-02-08,2775,2592,183,0.93405
SI,NORTE,2024-02-09,2864,2568,296,0.89665
SI,NORTE,2024-02-10,2561,2255,306,0.88052
SI,NORTE,2024-02-11,2153,1975,178,0.91732
SI,NORTE,2024-02-12,2292,2029,263,0.88525
SI,NORTE,2024-02-13,2906,2565,341,0.88266
SI,NORTE,2024-02-14,3003,2637,366,0.87812
SI,NORTE,2024-02-15,3078,2694,384,0.87524
SI,NORTE,2024-02-16,3124,2765,359,0.88508
SI,NORTE,2024-02-17,2881,2606,275,0.90455
SI,NORTE,2024-02-18,2495,2238,257,0.89699
SI,NORTE,2024-02-19,2999,2674,325,0.89163
SI,NORTE,2024-02-20,3208,2870,338,0.89464
SI,NORTE,2024-02-21,3141,2743,398,0.87329
SI,NORTE,2024-02-22,3215,2833,382,0.88118
SI,NORTE,2024-02-23,2472,2142,330,0.8665
SI,NORTE,2024-02-24,2975,2670,305,0.89748
SI,NORTE,2024-02-25,2637,2305,332,0.8741
SI,NORTE,2024-02-26,2943,2603,340,0.88447
SI,NORTE,2024-02-27,3123,2901,222,0.92891
SI,NORTE,2024-02-28,3212,2897,315,0.90193
SI,NORTE,2024-02-29,3238,3028,210,0.93515
SI,NORTE,2024-03-01,3035,2893,142,0.95321
SI,NORTE,2024-03-02,2784,2628,156,0.94397
SI,NORTE,2024-03-03,2300,2143,157,0.93174
SI,NORTE,2024-03-04,3023,2691,332,0.89018
SI,NORTE,2024-03-05,3013,2877,136,0.95486
SI,NORTE,2024-03-06,3181,3146,35,0.989
SI,NORTE,2024-03-07,3270,3199,71,0.97829
SI,NORTE,2024-03-08,3361,3302,59,0.98245
SI,NORTE,2024-03-09,2974,2896,78,0.97377
SI,NORTE,2024-03-10,2510,2461,49,0.98048
SI,NORTE,2024-03-11,3239,3151,88,0.97283
SI,NORTE,2024-03-12,3395,3303,92,0.9729
SI,NORTE,2024-03-13,3481,3404,77,0.97788
SI,NORTE,2024-03-14,3666,3636,30,0.99182
SI,NORTE,2024-03-15,3283,3197,86,0.9738
SI,NORTE,2024-03-16,3120,3058,62,0.98013
SI,NORTE,2024-03-17,2735,2685,50,0.98172
SI,NORTE,2024-03-18,2389,2327,62,0.97405
SI,NORTE,2024-03-19,3723,3640,83,0.97771
SI,NORTE,2024-03-20,3138,3046,92,0.97068
SI,NORTE,2024-03-21,3234,3124,110,0.96599
SI,NORTE,2024-03-22,3107,3052,55,0.9823
SI,NORTE,2024-03-23,2904,2818,86,0.97039
SI,NORTE,2024-03-24,2724,2636,88,0.96769
SI,NORTE,2024-03-25,3325,3240,85,0.97444
SI,NORTE,2024-03-26,3079,2987,92,0.97012
SI,NORTE,2024-03-27,3130,3026,104,0.96677
SI,NORTE,2024-03-28,3078,2989,89,0.97109
SI,NORTE,2024-03-29,3071,2990,81,0.97362
SI,NORTE,2024-03-30,2776,2734,42,0.98487
SI,NORTE,2024-03-31,2331,2279,52,0.97769
SI,NORTE,2024-04-01,2946,2869,77,0.97386
SI,NORTE,2024-04-02,3352,3252,100,0.97017
SI,NORTE,2024-04-03,3355,3212,143,0.95738
SI,NORTE,2024-04-04,3143,3014,129,0.95896
SI,NORTE,2024-04-05,3244,3134,110,0.96609
SI,NORTE,2024-04-06,3177,3063,114,0.96412
SI,NORTE,2024-04-07,2732,2671,61,0.97767
SI,NORTE,2024-04-08,3378,3227,151,0.9553
SI,NORTE,2024-04-09,3322,3145,177,0.94672
SI,NORTE,2024-04-10,3154,2981,173,0.94515
SI,NORTE,2024-04-11,3172,3047,125,0.96059
SI,NORTE,2024-04-12,3196,3107,89,0.97215
SI,NORTE,2024-04-13,3126,3083,43,0.98624
SI,NORTE,2024-04-14,2499,2444,55,0.97799
SI,NORTE,2024-04-15,2868,2810,58,0.97978
SI,NORTE,2024-04-16,2919,2845,74,0.97465
SI,NORTE,2024-04-17,3022,2945,77,0.97452
SI,NORTE,2024-04-18,3217,3131,86,0.97327
